precinct_id,candidate_id,vote_count,source_id
OPPID:411150634,OPCID:570178216,620,OPSRCID:244272509
OPPID:411150634,OPCID:632374341,0,OPSRCID:244272509
OPPID:697488273,OPCID:874747711,893,OPSRCID:244272509
OPPID:697488273,OPCID:345631564,48,OPSRCID:244272509
OPPID:697488273,OPCID:960954509,615,OPSRCID:244272509
OPPID:697488273,OPCID:734746160,645,OPSRCID:244272509
OPPID:697488273,OPCID:209765575,511,OPSRCID:244272509
OPPID:697488273,OPCID:440837476,23,OPSRCID:244272509
OPPID:697488273,OPCID:132845751,577,OPSRCID:244272509
OPPID:697488273,OPCID:123968184,592,OPSRCID:244272509
OPPID:697488273,OPCID:127322286,599,OPSRCID:244272509
OPPID:697488273,OPCID:797444855,564,OPSRCID:244272509
OPPID:697488273,OPCID:109883727,930,OPSRCID:244272509
OPPID:697488273,OPCID:681337223,853,OPSRCID:244272509
OPPID:697488273,OPCID:837106430,139,OPSRCID:244272509
OPPID:697488273,OPCID:332571831,624,OPSRCID:244272509
OPPID:697488273,OPCID:553244221,530,OPSRCID:244272509
OPPID:697488273,OPCID:879378296,0,OPSRCID:244272509
OPPID:697488273,OPCID:131182305,797,OPSRCID:244272509
OPPID:697488273,OPCID:666537775,1044,OPSRCID:244272509
OPPID:697488273,OPCID:338039615,0,OPSRCID:244272509
OPPID:697488273,OPCID:920017699,894,OPSRCID:244272509
OPPID:697488273,OPCID:570178216,657,OPSRCID:244272509
OPPID:697488273,OPCID:632374341,0,OPSRCID:244272509
OPPID:775762534,OPCID:874747711,763,OPSRCID:244272509
OPPID:775762534,OPCID:345631564,27,OPSRCID:244272509
OPPID:775762534,OPCID:960954509,521,OPSRCID:244272509
OPPID:775762534,OPCID:734746160,554,OPSRCID:244272509
OPPID:775762534,OPCID:209765575,421,OPSRCID:244272509
OPPID:775762534,OPCID:440837476,26,OPSRCID:244272509
OPPID:775762534,OPCID:132845751,526,OPSRCID:244272509
OPPID:775762534,OPCID:123968184,471,OPSRCID:244272509
OPPID:775762534,OPCID:127322286,543,OPSRCID:244272509
OPPID:775762534,OPCID:797444855,451,OPSRCID:244272509
OPPID:775762534,OPCID:109883727,723,OPSRCID:244272509
OPPID:775762534,OPCID:681337223,727,OPSRCID:244272509
OPPID:775762534,OPCID:837106430,110,OPSRCID:244272509
OPPID:775762534,OPCID:332571831,535,OPSRCID:244272509
OPPID:775762534,OPCID:553244221,437,OPSRCID:244272509
OPPID:775762534,OPCID:879378296,0,OPSRCID:244272509
OPPID:775762534,OPCID:131182305,609,OPSRCID:244272509
OPPID:775762534,OPCID:666537775,897,OPSRCID:244272509
OPPID:775762534,OPCID:338039615,0,OPSRCID:244272509
OPPID:775762534,OPCID:920017699,743,OPSRCID:244272509
OPPID:775762534,OPCID:570178216,564,OPSRCID:244272509
OPPID:775762534,OPCID:632374341,0,OPSRCID:244272509
OPPID:897947650,OPCID:874747711,1154,OPSRCID:244272509
OPPID:897947650,OPCID:345631564,23,OPSRCID:244272509
OPPID:897947650,OPCID:960954509,115,OPSRCID:244272509
OPPID:897947650,OPCID:734746160,942,OPSRCID:244272509
OPPID:897947650,OPCID:209765575,96,OPSRCID:244272509
OPPID:897947650,OPCID:440837476,9,OPSRCID:244272509
OPPID:897947650,OPCID:132845751,935,OPSRCID:244272509
OPPID:897947650,OPCID:123968184,106,OPSRCID:244272509
OPPID:897947650,OPCID:127322286,925,OPSRCID:244272509
OPPID:897947650,OPCID:797444855,115,OPSRCID:244272509
OPPID:897947650,OPCID:109883727,1380,OPSRCID:244272509
OPPID:897947650,OPCID:681337223,214,OPSRCID:244272509
OPPID:897947650,OPCID:837106430,55,OPSRCID:244272509
OPPID:897947650,OPCID:332571831,917,OPSRCID:244272509
OPPID:897947650,OPCID:553244221,0,OPSRCID:244272509
OPPID:897947650,OPCID:879378296,0,OPSRCID:244272509
OPPID:897947650,OPCID:131182305,1431,OPSRCID:244272509
OPPID:897947650,OPCID:666537775,183,OPSRCID:244272509
OPPID:897947650,OPCID:338039615,0,OPSRCID:244272509
OPPID:897947650,OPCID:920017699,1173,OPSRCID:244272509
OPPID:897947650,OPCID:570178216,0,OPSRCID:244272509
OPPID:897947650,OPCID:632374341,0,OPSRCID:244272509
OPPID:637729581,OPCID:874747711,691,OPSRCID:244272509
OPPID:637729581,OPCID:345631564,6,OPSRCID:244272509
OPPID:637729581,OPCID:960954509,14,OPSRCID:244272509
OPPID:637729581,OPCID:734746160,391,OPSRCID:244272509
OPPID:637729581,OPCID:209765575,15,OPSRCID:244272509
OPPID:637729581,OPCID:440837476,3,OPSRCID:244272509
OPPID:637729581,OPCID:132845751,397,OPSRCID:244272509
OPPID:637729581,OPCID:123968184,10,OPSRCID:244272509
OPPID:637729581,OPCID:127322286,386,OPSRCID:244272509
OPPID:637729581,OPCID:797444855,18,OPSRCID:244272509
OPPID:637729581,OPCID:109883727,1002,OPSRCID:244272509
OPPID:637729581,OPCID:681337223,23,OPSRCID:244272509
OPPID:637729581,OPCID:837106430,11,OPSRCID:244272509
OPPID:637729581,OPCID:332571831,390,OPSRCID:244272509
OPPID:637729581,OPCID:553244221,0,OPSRCID:244272509
OPPID:637729581,OPCID:879378296,0,OPSRCID:244272509
OPPID:637729581,OPCID:131182305,970,OPSRCID:244272509
OPPID:637729581,OPCID:666537775,45,OPSRCID:244272509
OPPID:637729581,OPCID:338039615,0,OPSRCID:244272509
OPPID:637729581,OPCID:920017699,688,OPSRCID:244272509
OPPID:637729581,OPCID:570178216,0,OPSRCID:244272509
OPPID:637729581,OPCID:632374341,0,OPSRCID:244272509
OPPID:819735122,OPCID:874747711,939,OPSRCID:244272509
OPPID:819735122,OPCID:345631564,14,OPSRCID:244272509
OPPID:819735122,OPCID:960954509,37,OPSRCID:244272509
OPPID:819735122,OPCID:734746160,733,OPSRCID:244272509
OPPID:819735122,OPCID:209765575,23,OPSRCID:244272509
OPPID:819735122,OPCID:440837476,10,OPSRCID:244272509
OPPID:819735122,OPCID:132845751,732,OPSRCID:244272509
OPPID:819735122,OPCID:123968184,27,OPSRCID:244272509
OPPID:819735122,OPCID:127322286,720,OPSRCID:244272509
OPPID:819735122,OPCID:797444855,38,OPSRCID:244272509
OPPID:819735122,OPCID:109883727,1186,OPSRCID:244272509
OPPID:819735122,OPCID:681337223,43,OPSRCID:244272509
OPPID:819735122,OPCID:837106430,40,OPSRCID:244272509
OPPID:819735122,OPCID:332571831,694,OPSRCID:244272509
OPPID:819735122,OPCID:553244221,0,OPSRCID:244272509
OPPID:819735122,OPCID:879378296,0,OPSRCID:244272509
OPPID:819735122,OPCID:131182305,1183,OPSRCID:244272509
OPPID:819735122,OPCID:666537775,67,OPSRCID:244272509
OPPID:819735122,OPCID:338039615,0,OPSRCID:244272509
OPPID:819735122,OPCID:920017699,954,OPSRCID:244272509
OPPID:819735122,OPCID:570178216,0,OPSRCID:244272509
OPPID:819735122,OPCID:632374341,0,OPSRCID:244272509
OPPID:730909864,OPCID:874747711,1531,OPSRCID:244272509
OPPID:730909864,OPCID:345631564,50,OPSRCID:244272509
OPPID:730909864,OPCID:960954509,269,OPSRCID:244272509
OPPID:730909864,OPCID:734746160,1305,OPSRCID:244272509
OPPID:730909864,OPCID:209765575,319,OPSRCID:244272509
OPPID:730909864,OPCID:440837476,28,OPSRCID:244272509
OPPID:730909864,OPCID:132845751,1231,OPSRCID:244272509
OPPID:730909864,OPCID:123968184,405,OPSRCID:244272509
OPPID:730909864,OPCID:127322286,1264,OPSRCID:244272509
OPPID:730909864,OPCID:797444855,361,OPSRCID:244272509
OPPID:730909864,OPCID:109883727,1507,OPSRCID:244272509
OPPID:730909864,OPCID:681337223,455,OPSRCID:244272509
OPPID:730909864,OPCID:837106430,199,OPSRCID:244272509
OPPID:730909864,OPCID:332571831,1396,OPSRCID:244272509
OPPID:730909864,OPCID:553244221,0,OPSRCID:244272509
OPPID:730909864,OPCID:879378296,0,OPSRCID:244272509
OPPID:730909864,OPCID:131182305,1516,OPSRCID:244272509
OPPID:730909864,OPCID:666537775,596,OPSRCID:244272509
OPPID:730909864,OPCID:338039615,0,OPSRCID:244272509
OPPID:730909864,OPCID:920017699,1622,OPSRCID:244272509
OPPID:730909864,OPCID:570178216,0,OPSRCID:244272509
OPPID:730909864,OPCID:632374341,0,OPSRCID:244272509
OPPID:732436358,OPCID:874747711,662,OPSRCID:244272509
OPPID:732436358,OPCID:345631564,4,OPSRCID:244272509
OPPID:732436358,OPCID:960954509,120,OPSRCID:244272509
OPPID:732436358,OPCID:734746160,499,OPSRCID:244272509
OPPID:732436358,OPCID:209765575,101,OPSRCID:244272509
OPPID:732436358,OPCID:440837476,4,OPSRCID:244272509
OPPID:732436358,OPCID:132845751,486,OPSRCID:244272509
OPPID:732436358,OPCID:123968184,112,OPSRCID:244272509
OPPID:732436358,OPCID:127322286,488,OPSRCID:244272509
OPPID:732436358,OPCID:797444855,110,OPSRCID:244272509
OPPID:732436358,OPCID:109883727,785,OPSRCID:244272509
OPPID:732436358,OPCID:681337223,165,OPSRCID:244272509
OPPID:732436358,OPCID:837106430,21,OPSRCID:244272509
OPPID:732436358,OPCID:332571831,538,OPSRCID:244272509
OPPID:732436358,OPCID:553244221,0,OPSRCID:244272509
OPPID:732436358,OPCID:879378296,0,OPSRCID:244272509
OPPID:732436358,OPCID:131182305,817,OPSRCID:244272509
OPPID:732436358,OPCID:666537775,135,OPSRCID:244272509
OPPID:732436358,OPCID:338039615,0,OPSRCID:244272509
OPPID:732436358,OPCID:920017699,704,OPSRCID:244272509
OPPID:732436358,OPCID:570178216,0,OPSRCID:244272509
OPPID:732436358,OPCID:632374341,0,OPSRCID:244272509
OPPID:898574707,OPCID:874747711,786,OPSRCID:244272509
OPPID:898574707,OPCID:345631564,24,OPSRCID:244272509
OPPID:898574707,OPCID:960954509,329,OPSRCID:244272509
OPPID:898574707,OPCID:734746160,618,OPSRCID:244272509
OPPID:898574707,OPCID:209765575,253,OPSRCID:244272509
OPPID:898574707,OPCID:440837476,5,OPSRCID:244272509
OPPID:898574707,OPCID:132845751,596,OPSRCID:244272509
OPPID:898574707,OPCID:123968184,277,OPSRCID:244272509
OPPID:898574707,OPCID:127322286,602,OPSRCID:244272509
OPPID:898574707,OPCID:797444855,268,OPSRCID:244272509
OPPID:898574707,OPCID:109883727,986,OPSRCID:244272509
OPPID:898574707,OPCID:681337223,485,OPSRCID:244272509
OPPID:898574707,OPCID:837106430,67,OPSRCID:244272509
OPPID:898574707,OPCID:332571831,703,OPSRCID:244272509
OPPID:898574707,OPCID:553244221,0,OPSRCID:244272509
OPPID:898574707,OPCID:879378296,0,OPSRCID:244272509
OPPID:898574707,OPCID:131182305,1050,OPSRCID:244272509
OPPID:898574707,OPCID:666537775,446,OPSRCID:244272509
OPPID:898574707,OPCID:338039615,0,OPSRCID:244272509
OPPID:898574707,OPCID:920017699,896,OPSRCID:244272509
OPPID:898574707,OPCID:570178216,0,OPSRCID:244272509
OPPID:898574707,OPCID:632374341,0,OPSRCID:244272509
OPPID:813762923,OPCID:874747711,1396,OPSRCID:244272509
OPPID:813762923,OPCID:345631564,27,OPSRCID:244272509
OPPID:813762923,OPCID:960954509,100,OPSRCID:244272509
OPPID:813762923,OPCID:734746160,939,OPSRCID:244272509
OPPID:813762923,OPCID:209765575,78,OPSRCID:244272509
OPPID:813762923,OPCID:440837476,21,OPSRCID:244272509
OPPID:813762923,OPCID:132845751,936,OPSRCID:244272509
OPPID:813762923,OPCID:123968184,84,OPSRCID:244272509
OPPID:813762923,OPCID:127322286,929,OPSRCID:244272509
OPPID:813762923,OPCID:797444855,96,OPSRCID:244272509
OPPID:813762923,OPCID:109883727,1919,OPSRCID:244272509
OPPID:813762923,OPCID:681337223,225,OPSRCID:244272509
OPPID:813762923,OPCID:837106430,125,OPSRCID:244272509
OPPID:813762923,OPCID:332571831,915,OPSRCID:244272509
OPPID:813762923,OPCID:553244221,0,OPSRCID:244272509
OPPID:813762923,OPCID:879378296,0,OPSRCID:244272509
OPPID:813762923,OPCID:131182305,1883,OPSRCID:244272509
OPPID:813762923,OPCID:666537775,308,OPSRCID:244272509
OPPID:813762923,OPCID:338039615,0,OPSRCID:244272509
OPPID:813762923,OPCID:920017699,1438,OPSRCID:244272509
OPPID:813762923,OPCID:570178216,0,OPSRCID:244272509
OPPID:813762923,OPCID:632374341,0,OPSRCID:244272509
OPPID:854884265,OPCID:874747711,739,OPSRCID:244272509
OPPID:854884265,OPCID:345631564,37,OPSRCID:244272509
OPPID:854884265,OPCID:960954509,760,OPSRCID:244272509
OPPID:854884265,OPCID:734746160,563,OPSRCID:244272509
OPPID:854884265,OPCID:209765575,602,OPSRCID:244272509
OPPID:854884265,OPCID:440837476,18,OPSRCID:244272509
OPPID:854884265,OPCID:132845751,506,OPSRCID:244272509
OPPID:854884265,OPCID:123968184,675,OPSRCID:244272509
OPPID:854884265,OPCID:127322286,548,OPSRCID:244272509
OPPID:854884265,OPCID:797444855,626,OPSRCID:244272509
OPPID:854884265,OPCID:109883727,768,OPSRCID:244272509
OPPID:854884265,OPCID:681337223,1053,OPSRCID:244272509
OPPID:854884265,OPCID:837106430,114,OPSRCID:244272509
OPPID:854884265,OPCID:332571831,468,OPSRCID:244272509
OPPID:854884265,OPCID:553244221,704,OPSRCID:244272509
OPPID:854884265,OPCID:879378296,0,OPSRCID:244272509
OPPID:854884265,OPCID:131182305,571,OPSRCID:244272509
OPPID:854884265,OPCID:666537775,1314,OPSRCID:244272509
OPPID:854884265,OPCID:338039615,0,OPSRCID:244272509
OPPID:854884265,OPCID:920017699,710,OPSRCID:244272509
OPPID:854884265,OPCID:570178216,832,OPSRCID:244272509
OPPID:854884265,OPCID:632374341,0,OPSRCID:244272509
OPPID:502334307,OPCID:874747711,950,OPSRCID:244272509
OPPID:502334307,OPCID:345631564,45,OPSRCID:244272509
OPPID:502334307,OPCID:960954509,678,OPSRCID:244272509
OPPID:502334307,OPCID:734746160,759,OPSRCID:244272509
OPPID:502334307,OPCID:209765575,560,OPSRCID:244272509
OPPID:502334307,OPCID:440837476,25,OPSRCID:244272509
OPPID:502334307,OPCID:132845751,713,OPSRCID:244272509
OPPID:502334307,OPCID:123968184,625,OPSRCID:244272509
OPPID:502334307,OPCID:127322286,731,OPSRCID:244272509
OPPID:502334307,OPCID:797444855,602,OPSRCID:244272509
OPPID:502334307,OPCID:109883727,1020,OPSRCID:244272509
OPPID:502334307,OPCID:681337223,893,OPSRCID:244272509
OPPID:502334307,OPCID:837106430,149,OPSRCID:244272509
OPPID:502334307,OPCID:332571831,698,OPSRCID:244272509
OPPID:502334307,OPCID:553244221,625,OPSRCID:244272509
OPPID:502334307,OPCID:879378296,0,OPSRCID:244272509
OPPID:502334307,OPCID:131182305,892,OPSRCID:244272509
OPPID:502334307,OPCID:666537775,1091,OPSRCID:244272509
OPPID:502334307,OPCID:338039615,0,OPSRCID:244272509
OPPID:502334307,OPCID:920017699,924,OPSRCID:244272509
OPPID:502334307,OPCID:570178216,741,OPSRCID:244272509
OPPID:502334307,OPCID:632374341,0,OPSRCID:244272509
OPPID:645918789,OPCID:874747711,1146,OPSRCID:244272509
OPPID:645918789,OPCID:345631564,46,OPSRCID:244272509
OPPID:645918789,OPCID:960954509,701,OPSRCID:244272509
OPPID:645918789,OPCID:734746160,911,OPSRCID:244272509
OPPID:645918789,OPCID:209765575,607,OPSRCID:244272509
OPPID:645918789,OPCID:440837476,20,OPSRCID:244272509
OPPID:645918789,OPCID:132845751,821,OPSRCID:244272509
OPPID:645918789,OPCID:123968184,698,OPSRCID:244272509
OPPID:645918789,OPCID:127322286,843,OPSRCID:244272509
OPPID:645918789,OPCID:797444855,681,OPSRCID:244272509
OPPID:645918789,OPCID:109883727,1136,OPSRCID:244272509
OPPID:645918789,OPCID:681337223,873,OPSRCID:244272509
OPPID:645918789,OPCID:837106430,125,OPSRCID:244272509
OPPID:645918789,OPCID:332571831,770,OPSRCID:244272509
OPPID:645918789,OPCID:553244221,738,OPSRCID:244272509
OPPID:645918789,OPCID:879378296,0,OPSRCID:244272509
OPPID:645918789,OPCID:131182305,981,OPSRCID:244272509
OPPID:645918789,OPCID:666537775,1096,OPSRCID:244272509
OPPID:645918789,OPCID:338039615,0,OPSRCID:244272509
OPPID:645918789,OPCID:920017699,1086,OPSRCID:244272509
OPPID:645918789,OPCID:570178216,806,OPSRCID:244272509
OPPID:645918789,OPCID:632374341,0,OPSRCID:244272509
OPPID:659353361,OPCID:874747711,548,OPSRCID:244272509
OPPID:659353361,OPCID:345631564,13,OPSRCID:244272509
OPPID:659353361,OPCID:960954509,396,OPSRCID:244272509
OPPID:659353361,OPCID:734746160,412,OPSRCID:244272509
OPPID:659353361,OPCID:209765575,339,OPSRCID:244272509
OPPID:659353361,OPCID:440837476,5,OPSRCID:244272509
OPPID:659353361,OPCID:132845751,371,OPSRCID:244272509
OPPID:659353361,OPCID:123968184,385,OPSRCID:244272509
OPPID:659353361,OPCID:127322286,390,OPSRCID:244272509
OPPID:659353361,OPCID:797444855,368,OPSRCID:244272509
OPPID:659353361,OPCID:109883727,560,OPSRCID:244272509
OPPID:659353361,OPCID:681337223,519,OPSRCID:244272509
OPPID:659353361,OPCID:837106430,49,OPSRCID:244272509
OPPID:659353361,OPCID:332571831,339,OPSRCID:244272509
OPPID:659353361,OPCID:553244221,409,OPSRCID:244272509
OPPID:659353361,OPCID:879378296,0,OPSRCID:244272509
OPPID:659353361,OPCID:131182305,458,OPSRCID:244272509
OPPID:659353361,OPCID:666537775,624,OPSRCID:244272509
OPPID:659353361,OPCID:338039615,0,OPSRCID:244272509
OPPID:659353361,OPCID:920017699,529,OPSRCID:244272509
OPPID:659353361,OPCID:570178216,423,OPSRCID:244272509
OPPID:659353361,OPCID:632374341,0,OPSRCID:244272509
OPPID:886801296,OPCID:874747711,1538,OPSRCID:244272509
OPPID:886801296,OPCID:345631564,53,OPSRCID:244272509
OPPID:886801296,OPCID:960954509,484,OPSRCID:244272509
OPPID:886801296,OPCID:734746160,1034,OPSRCID:244272509
OPPID:886801296,OPCID:209765575,461,OPSRCID:244272509
OPPID:886801296,OPCID:440837476,17,OPSRCID:244272509
OPPID:886801296,OPCID:132845751,972,OPSRCID:244272509
OPPID:886801296,OPCID:123968184,533,OPSRCID:244272509
OPPID:886801296,OPCID:127322286,1008,OPSRCID:244272509
OPPID:886801296,OPCID:797444855,499,OPSRCID:244272509
OPPID:886801296,OPCID:109883727,2193,OPSRCID:244272509
OPPID:886801296,OPCID:681337223,928,OPSRCID:244272509
OPPID:886801296,OPCID:837106430,234,OPSRCID:244272509
OPPID:886801296,OPCID:332571831,1153,OPSRCID:244272509
OPPID:886801296,OPCID:553244221,0,OPSRCID:244272509
OPPID:886801296,OPCID:879378296,0,OPSRCID:244272509
OPPID:886801296,OPCID:131182305,2134,OPSRCID:244272509
OPPID:886801296,OPCID:666537775,1111,OPSRCID:244272509
OPPID:886801296,OPCID:338039615,0,OPSRCID:244272509
OPPID:886801296,OPCID:920017699,1678,OPSRCID:244272509
OPPID:886801296,OPCID:570178216,0,OPSRCID:244272509
OPPID:886801296,OPCID:632374341,0,OPSRCID:244272509
OPPID:431280949,OPCID:874747711,759,OPSRCID:244272509
OPPID:431280949,OPCID:345631564,27,OPSRCID:244272509
OPPID:431280949,OPCID:960954509,403,OPSRCID:244272509
OPPID:431280949,OPCID:734746160,699,OPSRCID:244272509
OPPID:431280949,OPCID:209765575,413,OPSRCID:244272509
OPPID:431280949,OPCID:440837476,11,OPSRCID:244272509
OPPID:431280949,OPCID:132845751,600,OPSRCID:244272509
OPPID:431280949,OPCID:123968184,521,OPSRCID:244272509
OPPID:431280949,OPCID:127322286,644,OPSRCID:244272509
OPPID:431280949,OPCID:797444855,469,OPSRCID:244272509
OPPID:431280949,OPCID:109883727,384,OPSRCID:244272509
OPPID:431280949,OPCID:681337223,283,OPSRCID:244272509
OPPID:431280949,OPCID:837106430,52,OPSRCID:244272509
OPPID:431280949,OPCID:332571831,762,OPSRCID:244272509
OPPID:431280949,OPCID:553244221,0,OPSRCID:244272509
OPPID:431280949,OPCID:879378296,0,OPSRCID:244272509
OPPID:431280949,OPCID:131182305,375,OPSRCID:244272509
OPPID:431280949,OPCID:666537775,325,OPSRCID:244272509
OPPID:431280949,OPCID:338039615,0,OPSRCID:244272509
OPPID:431280949,OPCID:920017699,835,OPSRCID:244272509
OPPID:431280949,OPCID:570178216,0,OPSRCID:244272509
OPPID:431280949,OPCID:632374341,0,OPSRCID:244272509
OPPID:720811651,OPCID:874747711,1431,OPSRCID:244272509
OPPID:720811651,OPCID:345631564,36,OPSRCID:244272509
OPPID:720811651,OPCID:960954509,496,OPSRCID:244272509
OPPID:720811651,OPCID:734746160,1105,OPSRCID:244272509
OPPID:720811651,OPCID:209765575,472,OPSRCID:244272509
OPPID:720811651,OPCID:440837476,22,OPSRCID:244272509
OPPID:720811651,OPCID:132845751,1043,OPSRCID:244272509
OPPID:720811651,OPCID:123968184,545,OPSRCID:244272509
OPPID:720811651,OPCID:127322286,1073,OPSRCID:244272509
OPPID:720811651,OPCID:797444855,512,OPSRCID:244272509
OPPID:720811651,OPCID:109883727,1458,OPSRCID:244272509
OPPID:720811651,OPCID:681337223,655,OPSRCID:244272509
OPPID:720811651,OPCID:837106430,149,OPSRCID:244272509
OPPID:720811651,OPCID:332571831,1129,OPSRCID:244272509
OPPID:720811651,OPCID:553244221,107,OPSRCID:244272509
OPPID:720811651,OPCID:879378296,0,OPSRCID:244272509
OPPID:720811651,OPCID:131182305,1495,OPSRCID:244272509
OPPID:720811651,OPCID:666537775,699,OPSRCID:244272509
OPPID:720811651,OPCID:338039615,0,OPSRCID:244272509
OPPID:720811651,OPCID:920017699,1561,OPSRCID:244272509
OPPID:720811651,OPCID:570178216,0,OPSRCID:244272509
OPPID:720811651,OPCID:632374341,0,OPSRCID:244272509
OPPID:281026748,OPCID:874747711,529,OPSRCID:244272509
OPPID:281026748,OPCID:345631564,25,OPSRCID:244272509
OPPID:281026748,OPCID:960954509,431,OPSRCID:244272509
OPPID:281026748,OPCID:734746160,397,OPSRCID:244272509
OPPID:281026748,OPCID:209765575,352,OPSRCID:244272509
OPPID:281026748,OPCID:440837476,15,OPSRCID:244272509
OPPID:281026748,OPCID:132845751,367,OPSRCID:244272509
OPPID:281026748,OPCID:123968184,389,OPSRCID:244272509
OPPID:281026748,OPCID:127322286,388,OPSRCID:244272509
OPPID:281026748,OPCID:797444855,368,OPSRCID:244272509
OPPID:281026748,OPCID:109883727,587,OPSRCID:244272509
OPPID:281026748,OPCID:681337223,624,OPSRCID:244272509
OPPID:281026748,OPCID:837106430,68,OPSRCID:244272509
OPPID:281026748,OPCID:332571831,342,OPSRCID:244272509
OPPID:281026748,OPCID:553244221,402,OPSRCID:244272509
OPPID:281026748,OPCID:879378296,0,OPSRCID:244272509
OPPID:281026748,OPCID:131182305,500,OPSRCID:244272509
OPPID:281026748,OPCID:666537775,732,OPSRCID:244272509
OPPID:281026748,OPCID:338039615,0,OPSRCID:244272509
OPPID:281026748,OPCID:920017699,514,OPSRCID:244272509
OPPID:281026748,OPCID:570178216,467,OPSRCID:244272509
OPPID:281026748,OPCID:632374341,0,OPSRCID:244272509
OPPID:927342927,OPCID:874747711,849,OPSRCID:244272509
OPPID:927342927,OPCID:345631564,22,OPSRCID:244272509
OPPID:927342927,OPCID:960954509,303,OPSRCID:244272509
OPPID:927342927,OPCID:734746160,590,OPSRCID:244272509
OPPID:927342927,OPCID:209765575,235,OPSRCID:244272509
OPPID:927342927,OPCID:440837476,15,OPSRCID:244272509
OPPID:927342927,OPCID:132845751,576,OPSRCID:244272509
OPPID:927342927,OPCID:123968184,263,OPSRCID:244272509
OPPID:927342927,OPCID:127322286,586,OPSRCID:244272509
OPPID:927342927,OPCID:797444855,251,OPSRCID:244272509
OPPID:927342927,OPCID:109883727,941,OPSRCID:244272509
OPPID:927342927,OPCID:681337223,457,OPSRCID:244272509
OPPID:927342927,OPCID:837106430,80,OPSRCID:244272509
OPPID:927342927,OPCID:332571831,585,OPSRCID:244272509
OPPID:927342927,OPCID:553244221,245,OPSRCID:244272509
OPPID:927342927,OPCID:879378296,0,OPSRCID:244272509
OPPID:927342927,OPCID:131182305,791,OPSRCID:244272509
OPPID:927342927,OPCID:666537775,618,OPSRCID:244272509
OPPID:927342927,OPCID:338039615,0,OPSRCID:244272509
OPPID:927342927,OPCID:920017699,836,OPSRCID:244272509
OPPID:927342927,OPCID:570178216,334,OPSRCID:244272509
OPPID:927342927,OPCID:632374341,0,OPSRCID:244272509
OPPID:349297217,OPCID:874747711,1058,OPSRCID:244272509
OPPID:349297217,OPCID:345631564,6,OPSRCID:244272509
OPPID:349297217,OPCID:960954509,11,OPSRCID:244272509
OPPID:349297217,OPCID:734746160,878,OPSRCID:244272509
OPPID:349297217,OPCID:209765575,14,OPSRCID:244272509
OPPID:349297217,OPCID:440837476,7,OPSRCID:244272509
OPPID:349297217,OPCID:132845751,880,OPSRCID:244272509
OPPID:349297217,OPCID:123968184,16,OPSRCID:244272509
